"A0_accX_x","A0_accX_y","A1_rmsX_x","A1_rmsX_y"
0,-0.899879408,0,73.81691942,
2e-05,0.1964114745,2e-05,73.45148913,
4e-05,-0.899879408,4e-05,74.18234972,
6e-05,-0.899879408,6e-05,73.81691942,
8e-05,-0.5344491138,8e-05,73.81691942,
0.0001,-0.1690188197,0.0001,74.18234972,
0.00012,0.5618417687,0.00012,73.81691942,
0.00014,-0.1690188197,0.00014,73.08605883,
0.00016,-0.899879408,0.00016,74.18234972,
0.00018,-1.265309702,0.00018,73.81691942,
0.0002,-0.899879408,0.0002,73.45148913,
0.00022,0.1964114745,0.00022,74.54778001,
0.00024,-0.5344491138,0.00024,73.81691942,
0.00026,-0.5344491138,0.00026,73.81691942,
0.00028,-0.1690188197,0.00028,74.54778001,
0.0003,-1.265309702,0.0003,73.08605883,
0.00032,-0.899879408,0.00032,73.45148913,
0.00034,-0.5344491138,0.00034,73.81691942,
0.00036,-0.1690188197,0.00036,73.81691942,
0.00038,-0.1690188197,0.00038,73.45148913,
0.0004,0.1964114745,0.0004,74.18234972,
0.00042,-0.1690188197,0.00042,73.81691942,
0.00044,-1.630739996,0.00044,73.81691942,
0.00046,0.1964114745,0.00046,74.18234972,
0.00048,-1.265309702,0.00048,73.81691942,
0.0005,-0.1690188197,0.0005,73.81691942,
0.00052,0.5618417687,0.00052,74.18234972,
0.00054,-0.1690188197,0.00054,73.81691942,
0.00056,-0.1690188197,0.00056,73.81691942,
0.00058,0.1964114745,0.00058,74.18234972,
0.0006,-1.630739996,0.0006,73.81691942,
0.00062,-0.5344491138,0.00062,73.45148913,
0.00064,-1.265309702,0.00064,74.54778001,
0.00066,-1.265309702,0.00066,73.45148913,
0.00068,-1.630739996,0.00068,73.81691942,
0.0007,-0.5344491138,0.0007,74.18234972,
0.00072,-0.1690188197,0.00072,73.81691942,
0.00074,-0.5344491138,0.00074,73.81691942,
0.00076,-0.5344491138,0.00076,74.54778001,
0.00078,-0.1690188197,0.00078,73.81691942,
0.0008,1.292702357,0.0008,73.45148913,
0.00082,-0.899879408,0.00082,74.54778001,
0.00084,-0.5344491138,0.00084,73.81691942,
0.00086,-0.1690188197,0.00086,73.81691942,
0.00088,-0.1690188197,0.00088,74.54778001,
0.0009,-0.5344491138,0.0009,74.18234972,
0.00092,0.1964114745,0.00092,73.81691942,
0.00094,0.9272720629,0.00094,73.81691942,
0.00096,-0.5344491138,0.00096,73.81691942,
0.00098,0.1964114745,0.00098,74.18234972,
0.001,-0.899879408,0.001,74.54778001,
0.00102,-0.899879408,0.00102,74.18234972,
0.00104,-0.1690188197,0.00104,73.81691942,
0.00106,-0.5344491138,0.00106,74.18234972,
0.00108,-0.5344491138,0.00108,73.45148913,
0.0011,-1.265309702,0.0011,73.45148913,
0.00112,0.1964114745,0.00112,74.54778001,
0.00114,0.1964114745,0.00114,73.45148913,
0.00116,0.1964114745,0.00116,73.81691942,
0.00118,-0.899879408,0.00118,74.18234972,
0.0012,-1.630739996,0.0012,73.81691942,
0.00122,-1.265309702,0.00122,74.18234972,
0.00124,-0.1690188197,0.00124,74.54778001,
0.00126,-0.5344491138,0.00126,74.18234972,
0.00128,0.5618417687,0.00128,74.18234972,
0.0013,-0.1690188197,0.0013,74.54778001,
0.00132,-0.5344491138,0.00132,73.81691942,
0.00134,0.5618417687,0.00134,73.81691942,
0.00136,-0.1690188197,0.00136,74.18234972,
0.00138,-0.899879408,0.00138,73.81691942,
0.0014,0.9272720629,0.0014,74.18234972,
0.00142,1.658132651,0.00142,74.54778001,
0.00144,-1.630739996,0.00144,73.81691942,
0.00146,0.5618417687,0.00146,73.45148913,
0.00148,-0.899879408,0.00148,74.54778001,
0.0015,-1.265309702,0.0015,74.18234972,
0.00152,-0.1690188197,0.00152,73.81691942,
0.00154,-0.5344491138,0.00154,74.91321031,
0.00156,-0.5344491138,0.00156,73.81691942,
0.00158,-0.1690188197,0.00158,73.81691942,
0.0016,-1.630739996,0.0016,74.54778001,
0.00162,-0.1690188197,0.00162,74.18234972,
0.00164,0.5618417687,0.00164,73.81691942,
0.00166,-0.5344491138,0.00166,74.91321031,
0.00168,-0.899879408,0.00168,74.18234972,
0.0017,-0.1690188197,0.0017,73.81691942,
0.00172,0.1964114745,0.00172,74.18234972,
0.00174,-1.630739996,0.00174,74.18234972,
0.00176,-0.1690188197,0.00176,73.81691942,
0.00178,0.5618417687,0.00178,74.18234972,
0.0018,-1.265309702,0.0018,74.18234972,
0.00182,-0.899879408,0.00182,73.81691942,
0.00184,-0.5344491138,0.00184,74.18234972,
0.00186,-0.899879408,0.00186,74.18234972,
0.00188,0.1964114745,0.00188,73.81691942,
0.0019,-0.899879408,0.0019,74.18234972,
0.00192,-0.1690188197,0.00192,73.45148913,
0.00194,0.5618417687,0.00194,74.18234972,
0.00196,-0.1690188197,0.00196,74.54778001,
0.00198,-1.630739996,0.00198,74.18234972,
0.002,0.1964114745,0.002,73.81691942,
0.00202,-0.899879408,0.00202,74.18234972,
0.00204,-1.265309702,0.00204,73.81691942,
0.00206,-0.1690188197,0.00206,74.18234972,
0.00208,0.5618417687,0.00208,74.18234972,
0.0021,-1.265309702,0.0021,73.81691942,
0.00212,-0.5344491138,0.00212,73.81691942,
0.00214,0.9272720629,0.00214,74.54778001,
0.00216,-0.5344491138,0.00216,74.18234972,
0.00218,-0.899879408,0.00218,73.81691942,
0.0022,-0.899879408,0.0022,74.18234972,
0.00222,-0.899879408,0.00222,74.18234972,
0.00224,0.1964114745,0.00224,73.81691942,
0.00226,-0.5344491138,0.00226,73.81691942,
0.00228,-0.899879408,0.00228,74.18234972,
0.0023,-0.1690188197,0.0023,73.81691942,
0.00232,0.9272720629,0.00232,74.18234972,
0.00234,-0.899879408,0.00234,73.81691942,
0.00236,0.9272720629,0.00236,73.81691942,
0.00238,-1.265309702,0.00238,74.54778001,
0.0024,0.1964114745,0.0024,74.54778001,
0.00242,-0.1690188197,0.00242,74.18234972,
0.00244,-0.5344491138,0.00244,74.18234972,
0.00246,-0.5344491138,0.00246,73.81691942,
0.00248,0.1964114745,0.00248,73.81691942,
0.0025,-0.1690188197,0.0025,74.18234972,
0.00252,-0.1690188197,0.00252,74.54778001,
0.00254,-0.1690188197,0.00254,73.81691942,
0.00256,-0.1690188197,0.00256,74.18234972,
0.00258,-0.5344491138,0.00258,74.18234972,
0.0026,0.5618417687,0.0026,73.81691942,
0.00262,-0.1690188197,0.00262,74.18234972,
0.00264,-0.5344491138,0.00264,74.18234972,
0.00266,-0.1690188197,0.00266,74.18234972,
0.00268,-0.5344491138,0.00268,73.81691942,
0.0027,-1.265309702,0.0027,74.18234972,
0.00272,0.5618417687,0.00272,74.18234972,
0.00274,-0.5344491138,0.00274,74.18234972,
0.00276,0.1964114745,0.00276,74.18234972,
0.00278,0.5618417687,0.00278,73.81691942,
0.0028,0.1964114745,0.0028,73.81691942,
0.00282,-0.1690188197,0.00282,74.18234972,
0.00284,-0.1690188197,0.00284,74.18234972,
0.00286,-0.5344491138,0.00286,74.18234972,
0.00288,-0.5344491138,0.00288,74.18234972,
0.0029,-0.1690188197,0.0029,73.81691942,
0.00292,-0.899879408,0.00292,74.18234972,
0.00294,-1.265309702,0.00294,73.45148913,
0.00296,-0.899879408,0.00296,73.45148913,
0.00298,-0.899879408,0.00298,74.18234972,
0.003,-0.1690188197,0.003,74.18234972,
0.00302,-0.5344491138,0.00302,73.81691942,
