"A0_accX_x","A0_accX_y","A1_rmsX_x","A1_rmsX_y"
0,-0.1800401973,0,73.45148913,
2e-05,0.9162506852,2e-05,72.72062854,
4e-05,2.743402156,4e-05,73.81691942,
6e-05,0.1853900968,6e-05,73.45148913,
8e-05,0.1853900968,8e-05,73.81691942,
0.0001,1.281680979,0.0001,73.81691942,
0.00012,0.1853900968,0.00012,71.98976795,
0.00014,-0.1800401973,0.00014,73.45148913,
0.00016,-3.468912845,0.00016,73.81691942,
0.00018,-3.468912845,0.00018,73.08605883,
0.0002,-0.1800401973,0.0002,73.45148913,
0.00022,-3.103482551,0.00022,73.45148913,
0.00024,-2.738052257,0.00024,74.18234972,
0.00026,0.550820391,0.00026,72.35519825,
0.00028,-0.1800401973,0.00028,73.81691942,
0.0003,-0.9109007857,0.0003,73.81691942,
0.00032,0.1853900968,0.00032,73.08605883,
0.00034,-0.9109007857,0.00034,73.81691942,
0.00036,-0.5454704915,0.00036,73.45148913,
0.00038,-1.27633108,0.00038,73.08605883,
0.0004,-2.007191668,0.0004,73.08605883,
0.00042,-0.1800401973,0.00042,73.45148913,
0.00044,-1.27633108,0.00044,73.08605883,
0.00046,-0.9109007857,0.00046,72.35519825,
0.00048,1.281680979,0.00048,73.08605883,
0.0005,1.647111274,0.0005,73.08605883,
0.00052,0.1853900968,0.00052,72.72062854,
0.00054,0.9162506852,0.00054,73.45148913,
0.00056,2.743402156,0.00056,73.08605883,
0.00058,0.9162506852,0.00058,72.35519825,
0.0006,0.550820391,0.0006,73.45148913,
0.00062,0.1853900968,0.00062,73.45148913,
0.00064,0.550820391,0.00064,73.08605883,
0.00066,1.281680979,0.00066,73.08605883,
0.00068,0.1853900968,0.00068,73.45148913,
0.0007,-0.1800401973,0.0007,72.72062854,
0.00072,0.9162506852,0.00072,73.08605883,
0.00074,1.281680979,0.00074,73.08605883,
0.00076,1.281680979,0.00076,72.72062854,
0.00078,1.647111274,0.00078,73.08605883,
0.0008,1.647111274,0.0008,73.08605883,
0.00082,1.647111274,0.00082,72.72062854,
0.00084,1.647111274,0.00084,73.08605883,
0.00086,0.9162506852,0.00086,73.08605883,
0.00088,0.9162506852,0.00088,72.72062854,
0.0009,-0.1800401973,0.0009,73.08605883,
0.00092,-0.1800401973,0.00092,73.45148913,
0.00094,-0.9109007857,0.00094,72.72062854,
0.00096,-0.9109007857,0.00096,73.08605883,
0.00098,-0.1800401973,0.00098,73.08605883,
0.001,0.550820391,0.001,72.35519825,
0.00102,1.647111274,0.00102,73.45148913,
0.00104,0.550820391,0.00104,73.81691942,
0.00106,0.9162506852,0.00106,72.72062854,
0.00108,0.9162506852,0.00108,73.45148913,
0.0011,-3.103482551,0.0011,73.81691942,
0.00112,-2.738052257,0.00112,72.35519825,
0.00114,-0.9109007857,0.00114,73.45148913,
0.00116,-1.27633108,0.00116,73.08605883,
0.00118,0.550820391,0.00118,71.98976795,
0.0012,-3.103482551,0.0012,73.81691942,
0.00122,-0.5454704915,0.00122,73.45148913,
0.00124,-1.27633108,0.00124,73.45148913,
0.00126,1.281680979,0.00126,73.08605883,
0.00128,-0.5454704915,0.00128,73.08605883,
0.0013,-0.1800401973,0.0013,72.72062854,
0.00132,-0.1800401973,0.00132,72.72062854,
0.00134,-0.9109007857,0.00134,73.08605883,
0.00136,-1.27633108,0.00136,72.35519825,
0.00138,-0.1800401973,0.00138,73.08605883,
0.0014,-0.5454704915,0.0014,72.72062854,
0.00142,-0.1800401973,0.00142,72.35519825,
0.00144,0.550820391,0.00144,73.08605883,
0.00146,0.550820391,0.00146,72.72062854,
0.00148,0.550820391,0.00148,72.72062854,
0.0015,1.281680979,0.0015,73.45148913,
0.00152,1.647111274,0.00152,72.72062854,
0.00154,0.1853900968,0.00154,73.08605883,
0.00156,1.647111274,0.00156,73.08605883,
0.00158,2.012541568,0.00158,73.45148913,
0.0016,0.9162506852,0.0016,72.72062854,
0.00162,1.281680979,0.00162,73.45148913,
0.00164,0.1853900968,0.00164,73.45148913,
0.00166,-0.1800401973,0.00166,73.08605883,
0.00168,0.550820391,0.00168,73.45148913,
0.0017,0.550820391,0.0017,73.45148913,
0.00172,2.012541568,0.00172,73.45148913,
0.00174,1.647111274,0.00174,73.81691942,
0.00176,2.012541568,0.00176,73.45148913,
0.00178,2.377971862,0.00178,73.08605883,
0.0018,1.647111274,0.0018,73.45148913,
0.00182,0.550820391,0.00182,73.08605883,
0.00184,-0.5454704915,0.00184,73.81691942,
0.00186,0.9162506852,0.00186,73.45148913,
0.00188,0.1853900968,0.00188,73.45148913,
0.0019,0.1853900968,0.0019,73.08605883,
0.00192,-0.5454704915,0.00192,73.45148913,
0.00194,-0.5454704915,0.00194,73.45148913,
0.00196,0.9162506852,0.00196,73.08605883,
0.00198,0.9162506852,0.00198,73.45148913,
0.002,-0.5454704915,0.002,73.81691942,
0.00202,-0.1800401973,0.00202,72.72062854,
0.00204,-1.641761374,0.00204,72.35519825,
0.00206,-0.5454704915,0.00206,73.81691942,
0.00208,0.9162506852,0.00208,72.35519825,
0.0021,-2.372621962,0.0021,73.45148913,
0.00212,-2.738052257,0.00212,72.35519825,
0.00214,-3.834343139,0.00214,73.81691942,
0.00216,-3.468912845,0.00216,73.45148913,
0.00218,-2.738052257,0.00218,73.45148913,
0.0022,-2.372621962,0.0022,73.08605883,
0.00222,0.1853900968,0.00222,73.08605883,
0.00224,0.550820391,0.00224,73.81691942,
0.00226,0.550820391,0.00226,73.08605883,
0.00228,-1.27633108,0.00228,72.72062854,
0.0023,-0.1800401973,0.0023,73.81691942,
0.00232,-0.9109007857,0.00232,72.72062854,
0.00234,-1.641761374,0.00234,73.08605883,
0.00236,0.1853900968,0.00236,73.45148913,
0.00238,-1.27633108,0.00238,73.45148913,
0.0024,-0.9109007857,0.0024,72.35519825,
0.00242,0.1853900968,0.00242,73.08605883,
0.00244,0.550820391,0.00244,72.72062854,
0.00246,2.377971862,0.00246,72.72062854,
0.00248,0.550820391,0.00248,74.18234972,
0.0025,0.550820391,0.0025,73.08605883,
0.00252,0.1853900968,0.00252,72.35519825,
0.00254,0.550820391,0.00254,73.45148913,
0.00256,-0.5454704915,0.00256,73.45148913,
0.00258,0.9162506852,0.00258,73.08605883,
0.0026,0.1853900968,0.0026,73.45148913,
0.00262,0.550820391,0.00262,72.72062854,
0.00264,-0.5454704915,0.00264,73.45148913,
0.00266,0.550820391,0.00266,73.45148913,
0.00268,-0.5454704915,0.00268,73.08605883,
0.0027,1.281680979,0.0027,72.72062854,
0.00272,2.012541568,0.00272,73.81691942,
0.00274,0.9162506852,0.00274,73.08605883,
0.00276,1.647111274,0.00276,72.72062854,
0.00278,2.012541568,0.00278,73.45148913,
0.0028,0.9162506852,0.0028,73.08605883,
0.00282,0.1853900968,0.00282,72.72062854,
0.00284,0.1853900968,0.00284,73.45148913,
0.00286,-0.5454704915,0.00286,73.08605883,
0.00288,-0.5454704915,0.00288,73.08605883,
0.0029,-0.9109007857,0.0029,73.81691942,
0.00292,-0.5454704915,0.00292,73.08605883,
0.00294,0.550820391,0.00294,72.35519825,
0.00296,1.281680979,0.00296,73.81691942,
0.00298,2.012541568,0.00298,72.72062854,
0.003,1.281680979,0.003,73.45148913,
0.00302,0.550820391,0.00302,73.81691942,
0.00304,-0.1800401973,0.00304,72.72062854,
0.00306,0.1853900968,0.00306,73.45148913,
0.00308,-3.468912845,0.00308,73.08605883,
0.0031,-1.27633108,0.0031,74.18234972,
0.00312,-2.372621962,0.00312,73.08605883,
0.00314,-2.738052257,0.00314,73.81691942,
0.00316,-1.641761374,0.00316,73.08605883,
0.00318,-2.007191668,0.00318,73.08605883,
0.0032,0.550820391,0.0032,73.81691942,
0.00322,0.550820391,0.00322,73.45148913,
0.00324,-0.1800401973,0.00324,73.08605883,
0.00326,-0.5454704915,0.00326,73.45148913,
0.00328,-0.5454704915,0.00328,73.08605883,
0.0033,-0.9109007857,0.0033,73.08605883,
0.00332,-0.9109007857,0.00332,73.45148913,
0.00334,-2.372621962,0.00334,73.45148913,
0.00336,-0.5454704915,0.00336,73.08605883,
0.00338,-0.1800401973,0.00338,73.45148913,
0.0034,-0.9109007857,0.0034,73.08605883,
0.00342,0.9162506852,0.00342,72.72062854,
0.00344,0.1853900968,0.00344,73.45148913,
0.00346,0.9162506852,0.00346,72.72062854,
0.00348,1.281680979,0.00348,73.08605883,
0.0035,0.9162506852,0.0035,73.81691942,
0.00352,0.550820391,0.00352,73.45148913,
0.00354,1.281680979,0.00354,73.08605883,
0.00356,0.1853900968,0.00356,73.45148913,
0.00358,0.1853900968,0.00358,73.45148913,
0.0036,-0.5454704915,0.0036,72.72062854,
0.00362,-0.1800401973,0.00362,73.81691942,
0.00364,0.550820391,0.00364,73.45148913,
0.00366,0.550820391,0.00366,73.45148913,
0.00368,0.9162506852,0.00368,73.45148913,
0.0037,1.281680979,0.0037,73.08605883,
0.00372,2.377971862,0.00372,73.08605883,
0.00374,2.012541568,0.00374,73.81691942,
0.00376,1.647111274,0.00376,72.72062854,
0.00378,1.281680979,0.00378,72.72062854,
0.0038,0.1853900968,0.0038,73.81691942,
0.00382,0.1853900968,0.00382,73.08605883,
0.00384,-0.1800401973,0.00384,72.35519825,
0.00386,-0.9109007857,0.00386,73.81691942,
0.00388,-1.27633108,0.00388,73.08605883,
0.0039,-0.5454704915,0.0039,72.72062854,
0.00392,1.647111274,0.00392,73.45148913,
0.00394,0.9162506852,0.00394,72.72062854,
0.00396,2.012541568,0.00396,73.45148913,
0.00398,-0.5454704915,0.00398,73.81691942,
0.004,-0.9109007857,0.004,72.35519825,
0.00402,-0.5454704915,0.00402,73.08605883,
0.00404,1.647111274,0.00404,74.18234972,
0.00406,-2.372621962,0.00406,73.81691942,
0.00408,-1.641761374,0.00408,72.35519825,
0.0041,-3.103482551,0.0041,74.54778001,
0.00412,-3.468912845,0.00412,72.72062854,
0.00414,0.9162506852,0.00414,73.08605883,
0.00416,-2.372621962,0.00416,73.08605883,
0.00418,0.550820391,0.00418,73.08605883,
0.0042,0.550820391,0.0042,73.08605883,
0.00422,0.550820391,0.00422,73.45148913,
0.00424,-1.27633108,0.00424,73.08605883,
0.00426,-0.1800401973,0.00426,73.08605883,
0.00428,-1.641761374,0.00428,73.81691942,
0.0043,0.1853900968,0.0043,73.45148913,
0.00432,0.1853900968,0.00432,73.08605883,
0.00434,0.550820391,0.00434,73.08605883,
0.00436,-0.9109007857,0.00436,73.08605883,
0.00438,0.1853900968,0.00438,73.08605883,
0.0044,0.9162506852,0.0044,73.45148913,
0.00442,1.647111274,0.00442,73.08605883,
0.00444,1.647111274,0.00444,73.08605883,
0.00446,1.647111274,0.00446,73.45148913,
0.00448,-0.1800401973,0.00448,73.45148913,
0.0045,0.9162506852,0.0045,73.08605883,
0.00452,0.9162506852,0.00452,73.81691942,
0.00454,0.1853900968,0.00454,73.08605883,
0.00456,0.550820391,0.00456,73.08605883,
0.00458,0.1853900968,0.00458,73.45148913,
0.0046,-0.5454704915,0.0046,73.45148913,
0.00462,-0.5454704915,0.00462,73.08605883,
0.00464,1.281680979,0.00464,73.45148913,
0.00466,1.281680979,0.00466,73.08605883,
0.00468,2.743402156,0.00468,72.72062854,
0.0047,3.10883245,0.0047,73.45148913,
0.00472,0.550820391,0.00472,73.45148913,
0.00474,0.550820391,0.00474,73.45148913,
0.00476,0.1853900968,0.00476,73.81691942,
0.00478,0.1853900968,0.00478,73.45148913,
0.0048,0.550820391,0.0048,73.08605883,
0.00482,0.1853900968,0.00482,73.45148913,
0.00484,-1.27633108,0.00484,73.08605883,
0.00486,-0.1800401973,0.00486,73.08605883,
0.00488,0.1853900968,0.00488,73.81691942,
0.0049,0.9162506852,0.0049,73.45148913,
0.00492,1.647111274,0.00492,72.72062854,
0.00494,1.281680979,0.00494,74.18234972,
0.00496,-1.641761374,0.00496,73.45148913,
0.00498,-0.1800401973,0.00498,72.72062854,
0.005,1.647111274,0.005,72.72062854,
