"A0_accX_x","A0_accX_y","A1_rmsX_x","A1_rmsX_y"
0,-0.9741933126,0,70.89347707,
2e-05,-0.2433327243,2e-05,70.52804678,
4e-05,0.4875278641,4e-05,71.25890736,
6e-05,0.1220975699,6e-05,70.89347707,
8e-05,0.1220975699,8e-05,70.89347707,
0.0001,1.583818747,0.0001,71.62433766,
0.00012,1.218388452,0.00012,70.52804678,
0.00014,0.4875278641,0.00014,70.89347707,
0.00016,0.1220975699,0.00016,71.98976795,
0.00018,-0.2433327243,0.00018,70.89347707,
0.0002,0.4875278641,0.0002,70.52804678,
0.00022,0.4875278641,0.00022,71.62433766,
0.00024,-0.2433327243,0.00024,70.89347707,
0.00026,0.1220975699,0.00026,70.89347707,
0.00028,0.1220975699,0.00028,71.62433766,
0.0003,0.8529581582,0.0003,70.89347707,
0.00032,1.218388452,0.00032,70.89347707,
0.00034,1.949249041,0.00034,71.25890736,
0.00036,1.583818747,0.00036,71.25890736,
0.00038,1.949249041,0.00038,70.89347707,
0.0004,1.218388452,0.0004,71.25890736,
0.00042,0.4875278641,0.00042,71.25890736,
0.00044,-0.2433327243,0.00044,70.89347707,
0.00046,0.4875278641,0.00046,71.62433766,
0.00048,-0.6087630185,0.00048,70.89347707,
0.0005,-0.6087630185,0.0005,70.52804678,
0.00052,-0.9741933126,0.00052,71.62433766,
0.00054,-1.339623607,0.00054,71.25890736,
0.00056,0.4875278641,0.00056,70.16261648,
0.00058,0.1220975699,0.00058,70.89347707,
0.0006,-0.2433327243,0.0006,71.25890736,
0.00062,1.583818747,0.00062,70.89347707,
0.00064,0.4875278641,0.00064,71.98976795,
0.00066,-2.070484195,0.00066,71.25890736,
0.00068,-2.435914489,0.00068,71.62433766,
0.0007,-1.705053901,0.0007,72.35519825,
0.00072,-2.435914489,0.00072,70.52804678,
0.00074,-2.070484195,0.00074,71.62433766,
0.00076,-2.435914489,0.00076,72.35519825,
0.00078,-2.801344783,0.00078,70.16261648,
0.0008,-0.2433327243,0.0008,70.16261648,
0.00082,1.218388452,0.00082,71.62433766,
0.00084,-0.6087630185,0.00084,70.89347707,
0.00086,-1.339623607,0.00086,71.25890736,
0.00088,-1.339623607,0.00088,71.25890736,
0.0009,-1.705053901,0.0009,70.89347707,
0.00092,-1.339623607,0.00092,70.52804678,
0.00094,-0.2433327243,0.00094,71.62433766,
0.00096,-1.705053901,0.00096,70.89347707,
0.00098,-0.2433327243,0.00098,70.89347707,
0.001,-0.9741933126,0.001,71.62433766,
0.00102,-0.2433327243,0.00102,71.25890736,
0.00104,0.8529581582,0.00104,70.89347707,
0.00106,1.218388452,0.00106,71.98976795,
0.00108,0.4875278641,0.00108,71.25890736,
0.0011,0.4875278641,0.0011,70.89347707,
0.00112,-0.2433327243,0.00112,71.62433766,
0.00114,0.4875278641,0.00114,71.25890736,
0.00116,-0.6087630185,0.00116,70.89347707,
0.00118,1.218388452,0.00118,71.25890736,
0.0012,0.8529581582,0.0012,71.62433766,
0.00122,0.8529581582,0.00122,70.89347707,
0.00124,0.4875278641,0.00124,71.98976795,
0.00126,0.4875278641,0.00126,70.89347707,
0.00128,0.8529581582,0.00128,71.25890736,
0.0013,1.949249041,0.0013,71.25890736,
0.00132,1.583818747,0.00132,71.25890736,
0.00134,1.583818747,0.00134,70.89347707,
0.00136,0.8529581582,0.00136,71.62433766,
0.00138,0.4875278641,0.00138,70.89347707,
0.0014,1.583818747,0.0014,70.89347707,
0.00142,0.4875278641,0.00142,71.62433766,
0.00144,-0.6087630185,0.00144,71.25890736,
0.00146,0.4875278641,0.00146,70.89347707,
0.00148,-1.339623607,0.00148,71.25890736,
0.0015,-1.339623607,0.0015,71.62433766,
0.00152,-0.9741933126,0.00152,70.52804678,
0.00154,0.1220975699,0.00154,71.62433766,
0.00156,0.4875278641,0.00156,70.52804678,
0.00158,-0.2433327243,0.00158,70.89347707,
0.0016,-0.2433327243,0.0016,70.52804678,
0.00162,2.680109629,0.00162,70.16261648,
0.00164,-0.6087630185,0.00164,70.89347707,
0.00166,-1.705053901,0.00166,71.98976795,
0.00168,0.4875278641,0.00168,71.25890736,
0.0017,-3.532205372,0.0017,71.25890736,
0.00172,-2.801344783,0.00172,71.25890736,
0.00174,-0.9741933126,0.00174,70.89347707,
0.00176,-1.705053901,0.00176,71.62433766,
0.00178,-0.2433327243,0.00178,72.35519825,
0.0018,-0.2433327243,0.0018,70.89347707,
0.00182,-0.2433327243,0.00182,70.52804678,
0.00184,-0.2433327243,0.00184,70.89347707,
0.00186,0.4875278641,0.00186,70.89347707,
0.00188,-2.070484195,0.00188,70.89347707,
0.0019,-1.339623607,0.0019,71.62433766,
0.00192,-2.070484195,0.00192,70.89347707,
0.00194,-0.9741933126,0.00194,70.52804678,
0.00196,-0.2433327243,0.00196,71.25890736,
0.00198,-0.2433327243,0.00198,70.89347707,
0.002,-0.6087630185,0.002,70.89347707,
0.00202,0.4875278641,0.00202,71.25890736,
0.00204,-0.2433327243,0.00204,71.25890736,
0.00206,0.4875278641,0.00206,70.89347707,
0.00208,0.4875278641,0.00208,71.62433766,
0.0021,-0.6087630185,0.0021,70.89347707,
0.00212,0.1220975699,0.00212,70.89347707,
0.00214,-0.2433327243,0.00214,71.62433766,
0.00216,-0.2433327243,0.00216,71.25890736,
0.00218,0.1220975699,0.00218,71.25890736,
0.0022,0.1220975699,0.0022,71.62433766,
0.00222,0.8529581582,0.00222,70.89347707,
0.00224,1.218388452,0.00224,70.89347707,
0.00226,0.4875278641,0.00226,71.62433766,
0.00228,1.218388452,0.00228,71.25890736,
0.0023,1.583818747,0.0023,70.89347707,
0.00232,0.8529581582,0.00232,71.62433766,
0.00234,0.8529581582,0.00234,70.89347707,
0.00236,0.8529581582,0.00236,71.25890736,
0.00238,0.8529581582,0.00238,71.25890736,
0.0024,0.8529581582,0.0024,71.25890736,
0.00242,0.1220975699,0.00242,70.89347707,
0.00244,0.1220975699,0.00244,71.25890736,
0.00246,-0.6087630185,0.00246,71.25890736,
0.00248,-0.2433327243,0.00248,70.89347707,
0.0025,0.1220975699,0.0025,71.62433766,
0.00252,0.1220975699,0.00252,71.25890736,
0.00254,-0.6087630185,0.00254,71.25890736,
0.00256,-0.9741933126,0.00256,71.98976795,
0.00258,-0.6087630185,0.00258,71.25890736,
0.0026,0.8529581582,0.0026,70.89347707,
0.00262,0.1220975699,0.00262,71.25890736,
0.00264,-0.2433327243,0.00264,71.25890736,
0.00266,-2.801344783,0.00266,70.89347707,
0.00268,-1.705053901,0.00268,70.89347707,
0.0027,-1.705053901,0.0027,71.98976795,
0.00272,0.1220975699,0.00272,71.25890736,
0.00274,-2.070484195,0.00274,71.62433766,
0.00276,-1.705053901,0.00276,70.89347707,
0.00278,0.4875278641,0.00278,71.25890736,
0.0028,-2.070484195,0.0028,71.62433766,
0.00282,-1.339623607,0.00282,71.25890736,
0.00284,0.1220975699,0.00284,71.25890736,
0.00286,-1.339623607,0.00286,71.25890736,
0.00288,-0.9741933126,0.00288,71.25890736,
0.0029,-1.339623607,0.0029,71.25890736,
0.00292,0.1220975699,0.00292,71.25890736,
0.00294,-1.339623607,0.00294,71.25890736,
0.00296,-0.2433327243,0.00296,71.25890736,
0.00298,0.1220975699,0.00298,71.62433766,
0.003,0.4875278641,0.003,71.62433766,
0.00302,0.8529581582,0.00302,70.52804678,
0.00304,0.8529581582,0.00304,71.25890736,
0.00306,0.8529581582,0.00306,70.89347707,
0.00308,0.4875278641,0.00308,71.25890736,
0.0031,0.8529581582,0.0031,71.62433766,
0.00312,0.1220975699,0.00312,71.25890736,
0.00314,0.4875278641,0.00314,71.25890736,
0.00316,1.583818747,0.00316,71.25890736,
0.00318,-0.2433327243,0.00318,70.89347707,
0.0032,0.4875278641,0.0032,70.89347707,
0.00322,0.1220975699,0.00322,71.62433766,
0.00324,0.1220975699,0.00324,71.25890736,
0.00326,1.949249041,0.00326,71.25890736,
0.00328,1.218388452,0.00328,71.62433766,
0.0033,1.949249041,0.0033,70.89347707,
