4 0.680145417371  0.39288738  0.39222752  0.39293112  0.39475184  0.39477683  0.39356705 
102 0.679577551851  0.39287813  0.39143825  0.39274485  0.39240258  0.39182957  0.39190642 
104 0.677862366272  0.39142814  0.39088679  0.39177661  0.39383849  0.39266767  0.39252608 
107 0.682273141269  0.39473932  0.39316592  0.39382492  0.39482793  0.39495027  0.39344627 
109 0.681247039242  0.39359573  0.39379939  0.39255824  0.39403117  0.39415646  0.39419103 
111 0.68653237896  0.39650453  0.39704733  0.39555566  0.39737325  0.39715144  0.39606794 
113 0.686035471606  0.39635077  0.39586276  0.39603461  0.39555567  0.39731477  0.39680646 
115 0.683088253585  0.39509861  0.39491462  0.39312733  0.39593916  0.39428423  0.39403627 
118 0.683831043462  0.3929829   0.39607426  0.39536631  0.39638195  0.39444159  0.39559394 
120 0.681393591312  0.39246502  0.39346864  0.39427258  0.39367944  0.3952335   0.39379113 
122 0.686350578474  0.3953231   0.39664754  0.39682174  0.39719059  0.3977865   0.39675673 
220 0.689362602715  0.39877229  0.39808689  0.3971502   0.398642    0.39737369  0.39624885 
222 0.691773895411  0.3999848   0.39996633  0.39823387  0.39707735  0.39841733  0.39922302 
224 0.692054639052  0.3994749   0.39941305  0.39978574  0.40017185  0.39998964  0.40070679 
226 0.692834535309  0.39957024  0.39957981  0.40087316  0.39896897  0.39939605  0.39838192 
228 0.690437853439  0.39858357  0.39964916  0.39763818  0.39968374  0.39878321  0.39917097 
231 0.679344152271  0.3926601   0.39287753  0.39111861  0.39134178  0.39212056  0.3940912  
233 0.685353654411  0.39646465  0.39556094  0.39504045  0.39690093  0.39503028  0.39510356 
235 0.686625418041  0.39585101  0.39559903  0.39781636  0.39479346  0.39482601  0.39561058 
237 0.682617188066  0.39481654  0.39417757  0.39333214  0.39384946  0.39308698  0.3932949  
239 0.683794072604  0.39528886  0.3934296   0.39564403  0.39434282  0.39346588  0.39387109 
