1 1.07761228286  0.62038218  0.62497566  0.6211116   0.61955988  0.6190552   0.61906935 
3 1.07978926251  0.62095459  0.62696744  0.62231188  0.6201376   0.62777321  0.62068504 
4 1.0828141728  0.62135985  0.63003623  0.62406155  0.62109218  0.62366587  0.62497696 
6 1.0817392441  0.61934553  0.62712842  0.62712107  0.62547035  0.62322161  0.62746978 
8 1.07992415271  0.62147316  0.62427299  0.62473236  0.62267937  0.6232874   0.62599821 
9 1.07383887852  0.62408593  0.61784969  0.61798742  0.62076684  0.62022918  0.61924472 
11 3.88879154938  2.24709346  2.23097177  2.25744007  2.34745927  2.37646614  2.36930598 
12 5.78723684027  3.25673663  3.31942228  3.44488208  3.29328639  3.3392964   3.36552935 
14 5.25286535886  3.08573877  2.99176556  3.01995853  3.21164546  3.23805971  3.1955076  
16 4.93070034933  2.91499733  2.86797517  2.75487112  2.69053581  2.80952489  3.01257644 
17 4.81798107849  2.85804406  2.78422629  2.70048325  2.60772384  2.69759754  2.93221003 
19 4.7772850642  2.70009707  2.77211432  2.80130516  2.68114812  2.75627349  2.80451915 
20 4.70898190109  2.69782312  2.75830054  2.69963685  2.6012436   2.61650688  2.69619635 
22 4.60610783161  2.71362495  2.6956718   2.56628574  2.64408658  2.70172622  2.62833796 
24 4.51196553608  2.65256957  2.61466647  2.54661087  2.6325997   2.76795099  2.74136602 
25 4.76480398907  2.73216152  2.79230964  2.72794013  2.64763271  2.5837794   2.56767373 
27 4.72793961134  2.58067354  2.82107093  2.78120403  2.6558592   2.64667434  2.51414827 
29 4.54435087182  2.58540861  2.62812296  2.6570203   2.63982909  2.76917668  2.57911627 
30 4.65185105452  2.62331263  2.76392936  2.66807863  2.57826504  2.6508822   2.69139456 
32 4.62276960281  2.76635782  2.64126207  2.59634318  2.56248384  2.72504372  2.74992298 
33 4.67292601157  2.80049505  2.67158328  2.61841704  2.57818038  2.68354172  2.71930468 
35 4.79456499703  2.80456181  2.82293818  2.67456661  2.6950148   2.53251472  2.53200708 
37 4.61078919002  2.49603814  2.64944802  2.83012292  2.69930923  2.67121788  2.59675163 
38 4.59063295727  2.57041606  2.64932098  2.72909702  2.62673704  2.75440563  2.72134362 
40 4.74073496485  2.55124561  2.83428928  2.81647264  2.66303977  2.70859054  2.54802241 
41 4.68266751263  2.64053958  2.66633471  2.80099714  2.61490038  2.64351325  2.71369707 
43 4.50482623326  2.69004036  2.53943461  2.57068358  2.81248966  2.8135742   2.7056168  
45 4.77304447883  2.70390546  2.70209733  2.85823702  2.66784256  2.67051615  2.71098665 
46 4.65272409251  2.73414416  2.62483257  2.69862023  2.76316038  2.68378256  2.86299903 
48 4.73823037452  2.69984778  2.64454719  2.85797467  2.68446427  2.63411     2.74046648 
49 4.78699804731  2.79983322  2.8064903   2.68326228  2.66180588  2.60072149  2.73005965 
51 4.96724187291  2.86262698  2.87683995  2.86402697  2.96577631  3.09387153  2.93954402 
53 5.51909657654  3.14484398  3.23866612  3.17512601  3.06683493  3.14855931  3.11467833 
54 5.50850533339  3.248978    3.19550916  3.09459111  3.26446388  3.41281166  3.37978669 
56 5.73534240448  3.44210519  3.2808244   3.20659564  3.21666707  3.28680021  3.37279289 
57 5.80993348747  3.36625396  3.42648216  3.26846775  3.25880114  3.33894031  3.37902328 
59 5.77675813041  3.41203552  3.29481643  3.29744338  3.32619563  3.30752204  3.49355478 
61 5.76063938289  3.30012178  3.241382    3.43330818  3.4229625   3.33886348  3.41337326 
62 5.67255750149  3.37050387  3.2089661   3.2434779   3.35348127  3.38209853  3.39624951 
64 5.75791073624  3.38773643  3.30549004  3.27879758  3.39155713  3.47550611  3.5067124  
66 5.92592594658  3.340094    3.41678353  3.50513348  3.57132     3.41846584  3.351816   
67 5.94889512507  3.4196099   3.51586044  3.36665215  3.31672194  3.42045149  3.46774934 
69 5.84961169183  3.37893368  3.37638582  3.37650454  3.40540887  3.6309111   3.44626145 
70 5.83297919137  3.42888863  3.27242936  3.39964338  3.5488074   3.41505717  3.55645276 
72 6.06812550518  3.39042215  3.53610061  3.58094642  3.36844961  3.4144309   3.37700402 
74 6.00737301896  3.51117475  3.54704561  3.34344881  3.38803671  3.36992762  3.3657488  
75 5.64349890093  3.31724331  3.28711315  3.16857441  3.2873208   3.17140841  3.10672954 
77 5.56300191572  3.17578528  3.23789869  3.22139569  3.20745993  3.0639022   3.02465955 
78 5.15787834795  2.97326045  2.96549494  2.99487414  2.98395484  3.02374322  2.95368746 
80 5.15926109351  2.9837901   3.00384281  2.94820285  3.08979452  2.89728424  2.87811557 
82 5.55126615597  3.22162294  3.1678824   3.22524769  3.1889095   3.24022561  3.20388171 
83 5.89441821076  3.45674093  3.40848457  3.34325308  3.35726524  3.40675131  3.5385128  
85 5.94808284625  3.43684805  3.42544466  3.44007179  3.64453075  3.50388166  3.50805189 
86 5.5399155086  3.15455725  3.22427303  3.21613056  3.25549441  3.12869777  3.22478733 
88 5.12587331078  2.90984783  2.94069788  3.02649282  3.2086716   2.9972857   3.03395083 
90 5.33632913946  3.11727211  3.00285954  3.12119495  3.03275946  3.10154897  3.07118651 
91 5.36236253452  3.06873153  3.07493512  3.14365914  3.35776904  3.12549126  3.13303009 
93 5.62578612286  3.14572854  3.23030936  3.36436665  3.36785689  3.36483371  3.17681818 
94 5.57806161206  3.31002565  3.28703142  3.05841887  3.06338818  3.38815268  3.47447063 
96 5.63919228609  3.39367978  3.22039997  3.14840455  3.33984568  3.44887222  3.42831391 
98 5.82517205565  3.45488551  3.43041445  3.19822642  3.27532179  3.41209102  3.4237194  
99 5.99760117628  3.60170356  3.46693044  3.31350943  3.45220703  3.36336903  3.28547374 
101 5.87975215165  3.39714418  3.44209456  3.34408161  3.45515921  3.35335669  3.42697839 
102 5.97381940019  3.55328702  3.47840611  3.31079453  3.41120783  3.42840442  3.44510683 
104 5.92626614621  3.41736414  3.31480814  3.529065    3.54629859  3.35821009  3.3874547  
106 5.79140797162  3.33921255  3.32306061  3.36858042  3.50289764  3.59362969  3.35564499 
107 6.07981944695  3.55285374  3.58804273  3.38635264  3.33847047  3.32238605  3.40102922 
109 5.98161858694  3.39156981  3.45283578  3.51495949  3.48537671  3.49452944  3.53869607 
110 6.71613811477  3.85732605  3.88076236  3.89451286  3.7697272   3.73130432  3.77863101 
112 7.18363816269  4.27350357  4.08321717  4.08278851  4.01244441  3.97401815  4.01847429 
114 5.55211658877  3.2098681   3.26782984  3.13752029  3.06229343  3.02399273  3.14988287 
115 5.10356066305  2.89718907  3.07963534  2.85805408  2.92833556  2.89938553  2.85157493 
117 5.06267076793  2.81091337  2.92750284  3.0264052   2.95292848  2.98567104  2.89065547 
118 5.03579515434  3.03000211  2.85496412  2.83328429  2.92823889  3.01746128  2.97166695 
120 5.15833139849  2.99283659  3.02721146  2.91329757  2.89977415  2.89482517  3.01014103 
121 5.1651302238  3.02935587  2.93335802  2.98278126  2.98171808  2.86384935  2.96435036 
123 5.17446237685  3.05422044  2.9200978   2.98660798  2.82970305  2.79461164  2.98260736 
125 4.55561600103  2.47551996  2.69657497  2.71181148  2.57412874  2.64717401  2.42686975 
126 4.92713137769  2.77593996  2.84749145  2.90905026  2.82204985  2.95820283  2.78632489 
128 5.06193466789  3.00710466  2.88738919  2.87114748  3.06313704  3.10942589  3.0165618  
129 5.04876971779  2.97379522  2.91494825  2.85476696  2.84288116  2.98689826  3.05930011 
131 5.12109028394  3.07097078  2.87980537  2.91572036  2.99216429  2.8133461   2.89203247 
133 5.15495004617  2.9108718   3.10376963  2.9098023   2.92320804  3.01008257  2.83170495 
134 5.11219847202  2.84474875  2.93771179  3.06787014  2.93950583  3.10513297  2.86149512 
136 5.15263796805  3.02583066  2.91506958  2.98268272  2.97282442  2.89138284  3.10670366 
137 4.95277492142  2.67391161  2.93252676  2.9631846   2.78473842  2.7884319   2.63544882 
139 5.17227504957  3.14033315  2.87380314  2.93802525  2.96533006  2.82481119  2.9398773  
141 4.4226383981  2.53639706  2.4966453   2.62548712  2.4040482   2.44389208  2.47697829 
142 4.30758124197  2.42142081  2.49014796  2.54777168  2.3948902   2.45014866  2.54440624 
144 4.16189432493  2.47573079  2.39525872  2.33556356  2.41161369  2.6278056   2.57888281 
145 4.17050801456  2.39996655  2.40534214  2.41818669  2.53141631  2.5297142   2.59134452 
147 4.24287758098  2.4431478   2.40600477  2.49883574  2.50946197  2.55557176  2.52845694 
149 4.24652335834  2.49034404  2.4112425   2.45296897  2.48615459  2.43697679  2.49978968 
