1 1.08577217099  0.625598    0.62789026  0.62712214  0.6265375   0.62960363  0.62756241 
3 1.08455135418  0.62756918  0.62693043  0.62399263  0.62635219  0.62567286  0.62508682 
4 1.08542538944  0.6267908   0.62496186  0.62825492  0.62225728  0.62130985  0.62470814 
6 1.07703477638  0.62001432  0.6213015   0.6241559   0.62683356  0.6283694   0.62909236 
8 1.08142990179  0.62484462  0.62160859  0.62662796  0.61944727  0.62603813  0.62441689 
9 1.07994445632  0.62395514  0.62108757  0.62546802  0.62169038  0.62449699  0.6267785  
11 1.08526435335  0.62586847  0.62701896  0.62684496  0.62398896  0.63525386  0.6275183  
12 1.08531069652  0.62574061  0.62378686  0.63026816  0.62698384  0.62613098  0.62444973 
14 1.08655833592  0.62732313  0.62596527  0.6286829   0.62567726  0.63195607  0.62862088 
16 1.08816113655  0.63179245  0.62809126  0.62484744  0.62796818  0.63018999  0.62117058 
17 1.089509168  0.62976509  0.62784622  0.62947223  0.63005466  0.62077026  0.62905815 
19 1.0785166532  0.62253851  0.62463146  0.62086997  0.6254759   0.63043841  0.62883076 
20 1.08706477001  0.62931048  0.62364003  0.62988194  0.62409984  0.62229991  0.6261566  
22 1.08542830231  0.62756501  0.6243914   0.62805425  0.62293813  0.62530589  0.62736082 
24 1.08687044821  0.62846222  0.62591171  0.62813784  0.62460991  0.62351763  0.63036746 
25 1.08861191265  0.62848745  0.62647326  0.63056377  0.62375794  0.62924453  0.62688437 
27 1.0862021423  0.63121243  0.6229885   0.6271294   0.6266532   0.62403296  0.62474596 
28 1.07899011711  0.6201499   0.62447742  0.62422891  0.62494889  0.63072776  0.62964492 
30 1.0854973519  0.63139527  0.62717346  0.62152873  0.626537    0.62704384  0.62280644 
32 1.08660483188  0.62695856  0.63132258  0.62375061  0.62667441  0.62194472  0.6289625  
33 1.07648294566  0.625232    0.62062365  0.61864915  0.62615667  0.6245887   0.62599473 
35 1.0814553129  0.62176496  0.62291231  0.6284379   0.62370835  0.62469021  0.62951827 
36 1.08068934967  0.61834218  0.62492889  0.62849527  0.62284572  0.62242184  0.62541029 
38 1.08213038309  0.62370719  0.62814577  0.62243746  0.6205429   0.62576773  0.6246003  
40 1.08117934772  0.6230703   0.62721534  0.62236091  0.62475833  0.62066368  0.62414508 
41 1.08904326908  0.62778185  0.63021976  0.62827402  0.62535287  0.62579783  0.62146721 
43 1.08401510273  0.6255977   0.62840139  0.6235607   0.6267904   0.63285462  0.62313516 
45 1.08555686451  0.62501091  0.62909008  0.62613157  0.62593056  0.62747316  0.63120009 
46 1.0831641624  0.62429538  0.62728415  0.6245114   0.62351749  0.62615174  0.62248871 
48 1.08096738269  0.6271627   0.62239244  0.62272392  0.62898375  0.62160797  0.62414838 
49 1.08112663223  0.62568604  0.6224062   0.62446962  0.62400933  0.63068287  0.62378298 
51 1.08392788822  0.62121232  0.62877983  0.62740007  0.62400486  0.62494841  0.62967217 
53 1.08190766001  0.62607239  0.62539241  0.6224483   0.62568763  0.62450768  0.63033581 
54 1.08499442754  0.62819085  0.62392941  0.62713735  0.62049265  0.62461444  0.62915197 
56 1.08121530274  0.62445022  0.6209494   0.62730399  0.6293775   0.62387131  0.62750306 
57 1.08304623441  0.62526276  0.62552757  0.6251007   0.61919078  0.62318096  0.62602736 
59 1.08047980308  0.62545814  0.62753758  0.61841354  0.62087824  0.62389644  0.62697078 
61 1.0736875717  0.62107916  0.62222324  0.61636346  0.62530984  0.62432015  0.61671951 
62 1.08535099225  0.62832638  0.62516278  0.62638985  0.6235854   0.62089012  0.62674077 
64 1.07768863186  0.62151575  0.62368446  0.6214086   0.62637096  0.6233892   0.62284337 
65 1.0810808679  0.62545071  0.62377948  0.62325469  0.62053396  0.62262597  0.62503714 
67 1.08016159189  0.6239401   0.6208615   0.62608212  0.62209723  0.62391033  0.62084765 
69 1.07907259227  0.61870139  0.62353436  0.62674648  0.62620922  0.62196527  0.62382285 
70 1.08262901784  0.62212022  0.62785812  0.62517693  0.62185094  0.62610287  0.62244964 
72 1.07936739361  0.62451888  0.62163465  0.62336225  0.62877024  0.62042358  0.62416239 
73 1.08074687319  0.62391058  0.62583925  0.62215322  0.62641488  0.62483964  0.62523235 
75 1.08143825264  0.62129615  0.62592529  0.62587324  0.62157384  0.62702857  0.6253346  
77 1.0776950875  0.62408846  0.61883508  0.62368537  0.62287075  0.62654452  0.6146964  
78 1.07645403652  0.62411675  0.61723435  0.62309978  0.62592843  0.62528862  0.62691384 
80 1.0801865755  0.62351606  0.62253471  0.62488502  0.62087594  0.6208442   0.6244541  
81 1.08116219335  0.62517894  0.62149672  0.62594314  0.62209316  0.61811267  0.6261014  
83 1.08305875561  0.62580284  0.6318265   0.61820899  0.62643405  0.62488887  0.6205765  
85 1.07726622387  0.6253159   0.6219999   0.6185456   0.62699903  0.62684177  0.62256476 
86 1.08425601148  0.63322556  0.62148573  0.62321102  0.62403639  0.62175988  0.61982435 
88 1.08022826614  0.62325841  0.62085751  0.62687958  0.62540111  0.62673189  0.62074868 
89 1.08311710466  0.62525301  0.62700614  0.62375045  0.62737335  0.61993059  0.62047788 
91 1.07889211046  0.62459669  0.62421373  0.61987449  0.62181784  0.62607908  0.62452786 
93 1.07824666826  0.62206289  0.62506521  0.62044107  0.62656887  0.62287045  0.62202805 
94 1.07935551898  0.62292854  0.62438685  0.62218119  0.62645513  0.61902396  0.62465951 
96 1.08291055511  0.62038749  0.6281773   0.62706293  0.62090805  0.62077242  0.62319505 
97 1.08173311724  0.62659369  0.62427033  0.62274669  0.62344114  0.62631252  0.62458022 
99 1.08075647459  0.62387891  0.62393095  0.62411523  0.62710414  0.62220824  0.6256983  
101 1.0781817965  0.62392683  0.62282785  0.62070667  0.62559154  0.62464093  0.62417052 
102 1.07601585398  0.62457298  0.61819937  0.62092533  0.62502188  0.62249462  0.62534447 
104 1.0809892582  0.62314012  0.62201673  0.62715975  0.62373513  0.62839175  0.61686422 
105 1.07918411631  0.62283243  0.62134632  0.62501749  0.62465365  0.62540811  0.62318195 
107 1.07797898957  0.62196103  0.62160518  0.62354645  0.62519085  0.62527126  0.62561561 
109 1.08041471773  0.62314533  0.62423327  0.62395407  0.62656325  0.62657372  0.62038241 
110 1.08022743181  0.62559806  0.62470553  0.62069427  0.62753208  0.62178154  0.61999281 
112 1.08140372817  0.62125831  0.6239007   0.62786946  0.62733313  0.62482001  0.62263637 
