0.0 -1.34555819 -1.34555819 -1.71098849 -1.71098849 -0.24926731  1.21245386 
0.0002 -0.24926731 -0.24926731 -1.34555819  0.48159328 -0.24926731 -0.24926731 
0.0004 -0.24926731 -0.24926731 -0.61469761 -0.9801279  -0.61469761 -0.61469761 
0.0006  1.21245386 -0.9801279   0.48159328  0.84702357  0.11616298 -0.9801279  
0.0008 -0.24926731  0.11616298  1.57788416  0.11616298  0.11616298  1.94331445 
0.001  0.48159328  1.21245386  0.48159328  0.48159328  0.11616298  0.11616298 
0.0012  1.21245386  0.84702357 -0.61469761  1.21245386  0.84702357  0.48159328 
0.0014  0.48159328  0.11616298 -0.61469761  0.84702357 -0.24926731  0.11616298 
0.0016  2.67417504 -0.61469761  0.11616298 -1.34555819 -0.61469761 -0.61469761 
0.0018  1.21245386 -1.34555819 -0.24926731  0.48159328 -0.24926731 -0.61469761 
0.002 -0.61469761  1.21245386 -0.9801279  -0.61469761 -0.24926731  1.21245386 
0.0022  0.11616298  0.48159328  1.21245386  1.57788416  0.48159328 -0.24926731 
0.0024 -1.34555819 -0.61469761  0.48159328 -0.9801279  -0.24926731  0.11616298 
0.0026 -0.24926731  0.11616298  0.48159328  0.48159328 -0.24926731  1.21245386 
0.0028 -0.61469761  0.11616298  0.48159328  0.48159328 -0.24926731 -0.9801279  
0.003  1.21245386 -0.61469761  0.11616298 -0.24926731  0.48159328 -1.71098849 
0.0032  0.48159328 -0.61469761 -0.24926731  0.48159328  0.11616298 -1.71098849 
0.0034  0.11616298  0.11616298  0.11616298  0.11616298  0.84702357 -0.9801279  
0.0036  0.48159328 -1.34555819 -0.9801279  -0.9801279  -1.34555819 -0.61469761 
0.0038  0.84702357  1.21245386 -0.24926731  1.94331445 -0.61469761 -1.71098849 
0.004  0.48159328  0.84702357  0.48159328  1.21245386 -0.61469761 -0.24926731 
0.0042  1.21245386  0.11616298 -0.61469761  0.48159328  1.94331445 -0.61469761 
0.0044  1.21245386  0.11616298  0.48159328  0.84702357 -0.24926731 -0.24926731 
0.0046  1.57788416  0.48159328  0.11616298  0.84702357 -1.71098849 -1.71098849 
0.0048  0.11616298 -0.24926731  0.48159328  0.84702357  0.48159328 -1.34555819 
0.005  1.21245386 -0.9801279  -0.24926731  0.84702357 -0.24926731  0.11616298 
0.0052  1.57788416  1.21245386 -0.9801279  -0.9801279  -0.61469761 -0.24926731 
0.0054  0.48159328 -0.9801279   0.84702357  0.84702357  0.11616298 -1.34555819 
0.0056  0.84702357  0.11616298  0.11616298  0.48159328  1.57788416 -0.61469761 
0.0058  1.57788416 -0.24926731 -1.34555819  0.48159328  0.11616298 -0.24926731 
0.006  0.11616298  2.30874475 -0.9801279   1.57788416  0.48159328  3.03960534 
0.0062  0.48159328  0.84702357  0.84702357  0.11616298  1.21245386 -0.61469761 
0.0064  0.48159328 -0.61469761  0.11616298 -0.61469761  1.21245386 -0.61469761 
0.0066  1.57788416 -0.9801279   0.11616298 -0.61469761  0.11616298 -0.61469761 
0.0068 -0.24926731 -0.61469761 -0.24926731 -0.9801279   0.84702357 -0.61469761 
0.007  0.11616298 -0.24926731  1.21245386 -1.71098849  0.48159328  0.11616298 
0.0072  0.48159328  0.48159328  0.48159328  0.48159328  2.30874475 -1.34555819 
0.0074 -0.9801279   0.48159328  0.11616298 -0.24926731  0.11616298 -0.61469761 
0.0076  0.11616298  0.48159328 -0.9801279  -0.61469761  1.94331445  0.11616298 
0.0078  0.11616298  0.11616298  1.94331445  0.48159328  0.48159328  1.21245386 
