1 8.91693557322  5.23457651  5.11720619  5.09167453  5.23082066  5.3223494   5.29526652 
3 8.78565569496  5.16621797  5.04840929  5.00115001  4.96904252  5.07196034  5.08272695 
4 8.67638585978  5.03654139  5.02531909  4.96579202  4.85866175  4.88528204  4.94797819 
6 8.67965764456  4.98722155  5.09832646  4.94683185  4.86053426  4.77168397  4.67994037 
8 8.67331765661  4.78048138  5.15176552  5.08259275  4.91081785  4.90220494  4.65651325 
9 8.32444685446  4.94483133  4.74223329  4.72824301  4.87210503  4.91129587  4.94080557 
11 8.42067665735  4.50957654  4.90258633  5.15132624  4.92271091  4.74328992  4.56681207 
12 7.86990458453  4.64146951  4.43164659  4.55550957  4.83747546  4.8547545   4.76146462 
14 8.71817287653  4.98208117  5.03842972  5.07933377  5.06485812  5.09120315  5.02232269 
16 8.80114529767  5.01270252  5.08452131  5.14593189  5.21837616  5.29882038  5.07083515 
17 9.01483004826  5.16867109  5.22815299  5.21712721  5.17810411  5.27819345  5.36594096 
19 3.6706859876  2.20319762  2.05889284  2.09303994  1.91561218  1.88395847  2.02465033 
21 1.09719322364  0.63041916  0.63536114  0.63460292  0.63330987  0.63248776  0.62953848 
22 1.08530841223  0.62409185  0.62863748  0.62707147  0.62179756  0.62609616  0.62927113 
24 1.08837132378  0.63025809  0.62579166  0.62905618  0.6249875   0.62828472  0.62549992 
25 7.48357106466  4.36778634  4.35339352  4.23960414  4.14781285  4.28081084  4.33321271 
27 9.12795800958  5.27711579  5.29071393  5.24213815  5.33264706  5.73675014  5.38680565 
29 9.77864979074  5.68466287  5.71670926  5.53406135  5.56881607  5.63670537  5.47383788 
30 9.41045089179  5.30711491  5.57193507  5.41707088  5.33755029  5.41830334  5.6484517  
32 9.32207062355  5.47220306  5.43205163  5.23916114  5.4881559   5.44143292  5.23812611 
33 9.66091637739  5.51015024  5.65195258  5.57018686  5.60378026  5.71538767  5.72616651 
35 9.38589573336  5.5740913   5.30833659  5.37085724  5.60779777  5.74185788  5.61798017 
37 10.0957742043  5.68271321  6.0624631   5.73393133  5.7770806   5.8396643   5.5439909  
38 10.1446099499  5.86958702  5.80889786  5.89217828  6.03234485  5.6532613   5.68219242 
40 10.9284282344  6.25105311  6.33303806  6.34409235  6.1675006   6.36268615  6.12895145 
41 10.7498612014  6.00842226  6.32884084  6.27727261  6.12518343  6.22942547  6.2518926  
43 10.5062971538  5.88469464  6.06128877  6.24607296  6.32517464  5.98720985  6.01959754 
45 11.0796656898  6.28998437  6.39540847  6.50337135  6.1544188   6.31888328  6.62892267 
46 11.0412783874  6.43406256  6.35556824  6.33398924  6.38936582  6.34707999  6.2532189  
48 10.7746260013  6.05644806  6.23193669  6.36984831  6.00480298  6.07176646  5.95099644 
50 10.5688055494  6.06064736  6.11840083  6.12644885  6.01691442  6.04828243  6.11762716 
51 10.4640564673  6.05160964  6.03640582  6.0362491   6.04539095  6.09252855  6.0517465  
