"A0_accX_x","A0_accX_y","A1_rmsX_x","A1_rmsX_y"
0,-2.613813265,0,4.019733236,
2e-05,-1.882952677,2e-05,4.750593824,
4e-05,-1.152092088,4e-05,4.38516353,
6e-05,-0.05580120592,6e-05,4.019733236,
8e-05,-1.517522383,8e-05,4.750593824,
0.0001,-0.05580120592,0.0001,4.38516353,
0.00012,-0.7866617943,0.00012,4.38516353,
0.00014,1.040489677,0.00014,4.750593824,
0.00016,0.6750593824,0.00016,4.38516353,
0.00018,1.405919971,0.00018,4.38516353,
0.0002,3.233071442,0.0002,4.750593824,
0.00022,2.502210853,0.00022,4.38516353,
0.00024,1.771350265,0.00024,4.019733236,
0.00026,2.502210853,0.00026,4.750593824,
0.00028,3.233071442,0.00028,4.750593824,
0.0003,3.96393203,0.0003,4.019733236,
0.00032,3.233071442,0.00032,4.750593824,
0.00034,2.867641147,0.00034,4.019733236,
0.00036,3.96393203,0.00036,4.019733236,
0.00038,1.040489677,0.00038,4.750593824,
0.0004,2.867641147,0.0004,4.38516353,
0.00042,3.233071442,0.00042,4.019733236,
0.00044,2.867641147,0.00044,5.116024118,
0.00046,1.771350265,0.00046,4.38516353,
0.00048,1.771350265,0.00048,4.019733236,
0.0005,1.405919971,0.0005,4.750593824,
0.00052,-0.05580120592,0.00052,4.38516353,
0.00054,-0.05580120592,0.00054,3.288872648,
0.00056,-0.4212315001,0.00056,4.750593824,
0.00058,-1.152092088,0.00058,4.750593824,
0.0006,-2.248382971,0.0006,4.38516353,
0.00062,-1.882952677,0.00062,4.750593824,
0.00064,-3.344673853,0.00064,4.019733236,
0.00066,-1.882952677,0.00066,4.750593824,
0.00068,-2.248382971,0.00068,2.923442353,
0.0007,-4.075534442,0.0007,4.019733236,
0.00072,-3.344673853,0.00072,4.750593824,
0.00074,-2.979243559,0.00074,4.38516353,
0.00076,-1.517522383,0.00076,4.38516353,
0.00078,-4.075534442,0.00078,5.846884707,
0.0008,-4.075534442,0.0008,4.750593824,
0.00082,-3.710104148,0.00082,4.38516353,
0.00084,-3.710104148,0.00084,4.38516353,
0.00086,-2.979243559,0.00086,4.38516353,
0.00088,-2.248382971,0.00088,2.558012059,
0.0009,-3.344673853,0.0009,4.38516353,
0.00092,-2.613813265,0.00092,4.750593824,
0.00094,-2.979243559,0.00094,4.38516353,
0.00096,-2.248382971,0.00096,4.38516353,
0.00098,-1.152092088,0.00098,5.846884707,
0.001,-0.7866617943,0.001,4.750593824,
0.00102,0.3096290883,0.00102,4.38516353,
0.00104,0.3096290883,0.00104,3.654302942,
0.00106,1.040489677,0.00106,4.750593824,
0.00108,0.3096290883,0.00108,3.654302942,
0.0011,2.867641147,0.0011,4.750593824,
0.00112,2.867641147,0.00112,4.750593824,
0.00114,2.502210853,0.00114,4.38516353,
0.00116,2.867641147,0.00116,4.750593824,
0.00118,3.598501736,0.00118,5.116024118,
0.0012,2.867641147,0.0012,4.38516353,
0.00122,2.502210853,0.00122,4.38516353,
0.00124,2.136780559,0.00124,4.38516353,
0.00126,3.233071442,0.00126,4.38516353,
0.00128,4.694792618,0.00128,3.654302942,
0.0013,3.233071442,0.0013,4.38516353,
0.00132,3.233071442,0.00132,4.38516353,
0.00134,4.329362324,0.00134,4.38516353,
0.00136,3.598501736,0.00136,5.116024118,
0.00138,1.405919971,0.00138,4.750593824,
0.0014,3.96393203,0.0014,4.38516353,
0.00142,1.040489677,0.00142,4.750593824,
0.00144,0.6750593824,0.00144,4.38516353,
0.00146,1.040489677,0.00146,4.38516353,
0.00148,1.405919971,0.00148,4.019733236,
0.0015,-0.7866617943,0.0015,4.38516353,
0.00152,-0.7866617943,0.00152,4.38516353,
0.00154,-1.152092088,0.00154,4.38516353,
0.00156,-1.517522383,0.00156,4.750593824,
0.00158,-1.882952677,0.00158,4.38516353,
0.0016,-0.05580120592,0.0016,4.750593824,
0.00162,-4.075534442,0.00162,4.38516353,
0.00164,-1.882952677,0.00164,4.38516353,
0.00166,-4.440964736,0.00166,4.750593824,
0.00168,-4.440964736,0.00168,4.38516353,
0.0017,-2.979243559,0.0017,4.019733236,
0.00172,-2.613813265,0.00172,4.38516353,
0.00174,-2.979243559,0.00174,4.750593824,
0.00176,-3.344673853,0.00176,4.38516353,
0.00178,-3.710104148,0.00178,4.38516353,
0.0018,-2.613813265,0.0018,4.38516353,
0.00182,-2.613813265,0.00182,4.38516353,
0.00184,-1.517522383,0.00184,4.750593824,
0.00186,-1.517522383,0.00186,4.38516353,
0.00188,-0.4212315001,0.00188,4.750593824,
0.0019,-1.882952677,0.0019,4.750593824,
0.00192,-1.882952677,0.00192,4.019733236,
0.00194,-1.152092088,0.00194,4.38516353,
0.00196,-0.05580120592,0.00196,5.116024118,
0.00198,0.6750593824,0.00198,4.019733236,
0.002,-1.517522383,0.002,4.38516353,
0.00202,1.405919971,0.00202,4.38516353,
0.00204,-0.05580120592,0.00204,4.38516353,
0.00206,2.502210853,0.00206,4.38516353,
0.00208,2.867641147,0.00208,4.750593824,
0.0021,2.867641147,0.0021,4.38516353,
0.00212,3.233071442,0.00212,4.38516353,
0.00214,4.694792618,0.00214,4.750593824,
0.00216,2.502210853,0.00216,4.750593824,
